timestamp,frame_ms,perception_ms,state_ms,behavior_ms,object_detection_ms,export_ms,total_loop_ms
2026-05-13T19:48:01.772529+00:00,2.528700,10.906500,0.006100,0.004500,0.119100,194.625700,4.482000,19.829500
2026-05-13T19:48:02.782619+00:00,1.494300,14.526200,0.008500,0.005800,0.136600,211.387000,4.595000,22.871700
2026-05-13T19:48:03.826991+00:00,2.218400,17.109300,0.007900,0.005900,0.149700,210.602300,5.100700,27.019600
2026-05-13T19:48:04.838679+00:00,2.434900,25.863000,0.011600,0.011200,0.160500,263.553400,5.728900,37.757100
2026-05-13T19:48:05.862424+00:00,2.498000,9.660900,0.006700,0.004200,0.095500,263.163000,4.328100,17.838200
2026-05-13T19:48:06.879269+00:00,2.712300,9.900100,0.006000,0.004500,0.091500,196.731800,4.381500,18.407900
2026-05-13T19:48:07.929062+00:00,23.046500,11.294200,0.006000,0.005000,0.129700,211.182600,5.222400,41.858500
2026-05-13T19:48:08.946108+00:00,2.600900,9.412700,0.005800,0.004200,0.087900,237.461700,4.633900,18.038700
2026-05-13T19:48:09.957822+00:00,1.679200,9.264900,0.005900,0.004300,0.235500,221.877700,4.475700,17.196300
2026-05-13T19:48:10.969667+00:00,2.499300,9.692900,0.005700,0.004800,0.105600,202.137400,4.692700,18.330800
2026-05-13T19:48:11.990876+00:00,9.222100,10.705900,0.005900,0.004500,0.101000,241.006300,4.216800,25.971400
2026-05-13T19:48:13.001939+00:00,1.613800,12.273900,0.009500,0.008700,0.519500,260.013000,5.152200,21.269200
2026-05-13T19:48:14.027310+00:00,2.075900,29.569800,0.014000,0.012400,0.205300,198.841500,6.120500,42.214200
2026-05-13T19:48:15.048777+00:00,2.652800,36.053500,0.015700,0.014300,0.245100,348.687700,7.794200,51.861300
2026-05-13T19:48:16.107955+00:00,3.399700,36.986900,0.016900,0.014700,0.245000,418.319900,8.042600,54.280100
2026-05-13T19:48:17.128399+00:00,2.389200,36.950900,0.017300,0.013500,0.432500,447.146000,7.348000,55.918700
2026-05-13T19:48:18.160589+00:00,2.899900,21.983000,0.012300,0.008800,0.326000,403.883300,5.615700,36.765300
2026-05-13T19:48:19.174592+00:00,2.017300,22.945200,0.012500,0.008800,0.373900,366.984200,5.956400,38.300000
2026-05-13T19:48:20.227608+00:00,13.374000,18.801000,0.013200,0.010300,0.340000,363.799900,5.802800,42.552300
2026-05-13T19:48:21.228441+00:00,2.637200,12.245300,0.007700,0.005200,0.113500,266.184400,4.443400,21.382300
2026-05-13T19:48:22.243405+00:00,2.464800,11.566600,0.007200,0.005000,0.114900,165.316600,4.828100,20.678100
2026-05-13T19:48:23.252437+00:00,1.554600,11.907300,0.007200,0.006500,0.122500,237.244700,4.567900,20.175400
2026-05-13T19:48:24.299747+00:00,2.846400,32.001900,0.016000,0.015000,0.209200,180.357300,6.604100,46.364000
2026-05-13T19:48:25.301326+00:00,2.239700,26.367500,0.012200,0.009500,0.199000,365.363100,5.959100,38.820000
